,ID,order,trial,oddball,foil
13434,20,0,114,93a_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor,186b_GG_MB_2021_MdAM_final_nocolor
13435,20,0,115,360a_Gonn_AP_Monrepos_final_nocolor,418a_Gonn_AP_Monrepos_final_nocolor
13436,20,0,116,70b_Gonn_AP_Monrepos_final_nocolor,555a_Gonn_AP_Monrepos_final_nocolor
13437,20,0,117,93b_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor,353a_Gonn_AP_Monrepos_final_nocolor
13438,20,0,118,360a_Gonn_AP_Monrepos_final_nocolor,202b_final_nocolor
13439,20,0,119,241b_Badegoule_MdP_Pr.A.1707_1_final_nocolor,144a_L-B_MdP_final_nocolor
13440,20,0,120,73a_Gonn_AP_Monrepos_final_nocolor,70a_Gonn_AP_Monrepos_final_nocolor
13441,20,0,121,151a MdA_final_nocolor,186b_GG_MB_2021_MdAM_final_nocolor
13442,20,0,122,552a_Gonn_AP_Monrepos_final_nocolor,202a_final_nocolor
13443,20,0,123,93b_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor,93a_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor
13444,20,0,124,84a_Gonn_AP_Monrepos_final_nocolor,226b_Aguas_Santander_final_nocolor
13445,20,0,125,144a_L-B_MdP_final_nocolor,186a_GG_MB_2021_MdAM_final_nocolor
13446,20,0,126,186a_GG_MB_2021_MdAM_final_nocolor,144b_L-B_MdP_final_nocolor
13447,20,0,127,431a_Gonn_AP_Monrepos_final_nocolor,186b_GG_MB_2021_MdAM_final_nocolor
13448,20,0,128,151b_PC_DSC00570_final_nocolor,144b_L-B_MdP_final_nocolor
13449,20,0,129,241a_Badegoule_MdP_Pr.A.1707_final_nocolor,144b_L-B_MdP_final_nocolor
13450,20,0,130,201a_Peters_Graziosi 1960_final_nocolor,431a_Gonn_AP_Monrepos_final_nocolor
13451,20,0,131,555a_Gonn_AP_Monrepos_final_nocolor,202b_final_nocolor
13452,20,0,132,360a_Gonn_AP_Monrepos_final_nocolor,151b_PC_DSC00570_final_nocolor
13453,20,0,133,93b_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor,418a_Gonn_AP_Monrepos_final_nocolor
13454,20,0,134,167a_GG_MB_2021_MdAM_final_nocolor,431a_Gonn_AP_Monrepos_final_nocolor
13455,20,0,135,93a_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor,307a_Gonn_AP_Monrepos_final_nocolor
13456,20,0,136,241b_Badegoule_MdP_Pr.A.1707_1_final_nocolor,226b_Aguas_Santander_final_nocolor
13457,20,0,137,420b_Gonn_AP_Monrepos_final_nocolor,353a_Gonn_AP_Monrepos_final_nocolor
13458,20,0,138,360a_Gonn_AP_Monrepos_final_nocolor,420a_Gonn_AP_Monrepos_final_nocolor
13459,20,0,139,555a_Gonn_AP_Monrepos_final_nocolor,418a_Gonn_AP_Monrepos_final_nocolor
13460,20,0,140,241a_Badegoule_MdP_Pr.A.1707_final_nocolor,167a_GG_MB_2021_MdAM_final_nocolor
13461,20,0,141,73b_Gonn_AP_Monrepos_final_nocolor,420a_Gonn_AP_Monrepos_final_nocolor
13462,20,0,142,70b_Gonn_AP_Monrepos_final_nocolor,353a_Gonn_AP_Monrepos_final_nocolor
13463,20,0,143,93b_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor,84a_Gonn_AP_Monrepos_final_nocolor
13464,20,0,144,73a_Gonn_AP_Monrepos_final_nocolor,631a_Gonn_AP_Monrepos_final_nocolor
13465,20,0,145,144a_L-B_MdP_final_nocolor,353a_Gonn_AP_Monrepos_final_nocolor
13466,20,0,146,73b_Gonn_AP_Monrepos_final_nocolor,202b_final_nocolor
13467,20,0,147,167b_GG_MB_2021_MdAM_final_nocolor,144b_L-B_MdP_final_nocolor
13468,20,0,148,626a_Gonn_AP_Monrepos_final_nocolor,355a_Gonn_AP_Monrepos_final_nocolor
13469,20,0,149,84a_Gonn_AP_Monrepos_final_nocolor,73a_Gonn_AP_Monrepos_final_nocolor
13470,20,0,150,167a_GG_MB_2021_MdAM_final_nocolor,631a_Gonn_AP_Monrepos_final_nocolor
13471,20,0,151,93b_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor,144b_L-B_MdP_final_nocolor
13472,20,0,152,431a_Gonn_AP_Monrepos_final_nocolor,353a_Gonn_AP_Monrepos_final_nocolor
13473,20,0,153,151b_PC_DSC00570_final_nocolor,151a MdA_final_nocolor
13474,20,0,154,70a_Gonn_AP_Monrepos_final_nocolor,151b_PC_DSC00570_final_nocolor
13475,20,0,155,355a_Gonn_AP_Monrepos_final_nocolor,202a_final_nocolor
13476,20,0,156,241b_Badegoule_MdP_Pr.A.1707_1_final_nocolor,631a_Gonn_AP_Monrepos_final_nocolor
13477,20,0,157,144b_L-B_MdP_final_nocolor,202b_final_nocolor
13478,20,0,158,420b_Gonn_AP_Monrepos_final_nocolor,186a_GG_MB_2021_MdAM_final_nocolor
13479,20,0,159,201a_Peters_Graziosi 1960_final_nocolor,226a_Aguas_Sant_Final_nocolor
13480,20,0,160,84a_Gonn_AP_Monrepos_final_nocolor,370a_Gonn_AP_Monrepos_final_nocolor
13481,20,0,161,93b_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor,202a_final_nocolor
13482,20,0,162,84a_Gonn_AP_Monrepos_final_nocolor,202b_final_nocolor
13483,20,0,163,420b_Gonn_AP_Monrepos_final_nocolor,144b_L-B_MdP_final_nocolor
13484,20,0,164,241b_Badegoule_MdP_Pr.A.1707_1_final_nocolor,355a_Gonn_AP_Monrepos_final_nocolor
13485,20,0,165,84a_Gonn_AP_Monrepos_final_nocolor,202a_final_nocolor
13486,20,0,166,360a_Gonn_AP_Monrepos_final_nocolor,144b_L-B_MdP_final_nocolor
13487,20,0,167,241b_Badegoule_MdP_Pr.A.1707_1_final_nocolor,144b_L-B_MdP_final_nocolor
13488,20,0,168,151b_PC_DSC00570_final_nocolor,307a_Gonn_AP_Monrepos_final_nocolor
13489,20,0,169,420b_Gonn_AP_Monrepos_final_nocolor,241b_Badegoule_MdP_Pr.A.1707_1_final_nocolor
13490,20,0,170,70b_Gonn_AP_Monrepos_final_nocolor,186b_GG_MB_2021_MdAM_final_nocolor
13491,20,0,171,167b_GG_MB_2021_MdAM_final_nocolor,307b_Gonn_AP_Monrepos_final_nocolor
13492,20,0,172,151a MdA_final_nocolor,555a_Gonn_AP_Monrepos_final_nocolor
13493,20,0,173,370a_Gonn_AP_Monrepos_final_nocolor,202b_final_nocolor
13494,20,0,174,484a_Gonn_AP_Monrepos_final_nocolor,70a_Gonn_AP_Monrepos_final_nocolor
13495,20,0,175,307b_Gonn_AP_Monrepos_final_nocolor,186a_GG_MB_2021_MdAM_final_nocolor
13496,20,0,176,420b_Gonn_AP_Monrepos_final_nocolor,484a_Gonn_AP_Monrepos_final_nocolor
13497,20,0,177,307b_Gonn_AP_Monrepos_final_nocolor,420a_Gonn_AP_Monrepos_final_nocolor
13498,20,0,178,151a MdA_final_nocolor,420a_Gonn_AP_Monrepos_final_nocolor
13499,20,0,179,420b_Gonn_AP_Monrepos_final_nocolor,84a_Gonn_AP_Monrepos_final_nocolor
13500,20,0,180,70a_Gonn_AP_Monrepos_final_nocolor,186b_GG_MB_2021_MdAM_final_nocolor
13501,20,0,181,202a_final_nocolor,418a_Gonn_AP_Monrepos_final_nocolor
13502,20,0,182,431a_Gonn_AP_Monrepos_final_nocolor,420a_Gonn_AP_Monrepos_final_nocolor
13503,20,0,183,226b_Aguas_Santander_final_nocolor,353a_Gonn_AP_Monrepos_final_nocolor
13504,20,0,184,144a_L-B_MdP_final_nocolor,93a_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor
13505,20,0,185,355a_Gonn_AP_Monrepos_final_nocolor,307a_Gonn_AP_Monrepos_final_nocolor
13506,20,0,186,144a_L-B_MdP_final_nocolor,226b_Aguas_Santander_final_nocolor
13507,20,0,187,70b_Gonn_AP_Monrepos_final_nocolor,420a_Gonn_AP_Monrepos_final_nocolor
13508,20,0,188,167a_GG_MB_2021_MdAM_final_nocolor,186a_GG_MB_2021_MdAM_final_nocolor
13509,20,0,189,360a_Gonn_AP_Monrepos_final_nocolor,226b_Aguas_Santander_final_nocolor
13510,20,0,190,484a_Gonn_AP_Monrepos_final_nocolor,93a_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor
13511,20,0,191,201a_Peters_Graziosi 1960_final_nocolor,70a_Gonn_AP_Monrepos_final_nocolor
13512,20,0,192,307b_Gonn_AP_Monrepos_final_nocolor,202a_final_nocolor
13513,20,0,193,360a_Gonn_AP_Monrepos_final_nocolor,631a_Gonn_AP_Monrepos_final_nocolor
13514,20,0,194,241b_Badegoule_MdP_Pr.A.1707_1_final_nocolor,201a_Peters_Graziosi 1960_final_nocolor
13515,20,0,195,420b_Gonn_AP_Monrepos_final_nocolor,370a_Gonn_AP_Monrepos_final_nocolor
13516,20,0,196,307b_Gonn_AP_Monrepos_final_nocolor,226b_Aguas_Santander_final_nocolor
13517,20,0,197,307b_Gonn_AP_Monrepos_final_nocolor,202b_final_nocolor
13518,20,0,198,93b_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor,226a_Aguas_Sant_Final_nocolor
13519,20,0,199,241a_Badegoule_MdP_Pr.A.1707_final_nocolor,484a_Gonn_AP_Monrepos_final_nocolor
13520,20,0,200,484a_Gonn_AP_Monrepos_final_nocolor,70b_Gonn_AP_Monrepos_final_nocolor
13521,20,0,201,484a_Gonn_AP_Monrepos_final_nocolor,555a_Gonn_AP_Monrepos_final_nocolor
13522,20,0,202,555a_Gonn_AP_Monrepos_final_nocolor,355a_Gonn_AP_Monrepos_final_nocolor
13523,20,0,203,167b_GG_MB_2021_MdAM_final_nocolor,70a_Gonn_AP_Monrepos_final_nocolor
13524,20,0,204,73a_Gonn_AP_Monrepos_final_nocolor,555a_Gonn_AP_Monrepos_final_nocolor
13525,20,0,205,144a_L-B_MdP_final_nocolor,151b_PC_DSC00570_final_nocolor
13526,20,0,206,631a_Gonn_AP_Monrepos_final_nocolor,73b_Gonn_AP_Monrepos_final_nocolor
13527,20,0,207,151b_PC_DSC00570_final_nocolor,186a_GG_MB_2021_MdAM_final_nocolor
13528,20,0,208,307b_Gonn_AP_Monrepos_final_nocolor,186b_GG_MB_2021_MdAM_final_nocolor
13529,20,0,209,93a_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor,70b_Gonn_AP_Monrepos_final_nocolor
13530,20,0,210,418a_Gonn_AP_Monrepos_final_nocolor,186b_GG_MB_2021_MdAM_final_nocolor
13531,20,0,211,70a_Gonn_AP_Monrepos_final_nocolor,418a_Gonn_AP_Monrepos_final_nocolor
13532,20,0,212,70a_Gonn_AP_Monrepos_final_nocolor,307a_Gonn_AP_Monrepos_final_nocolor
13533,20,0,213,241a_Badegoule_MdP_Pr.A.1707_final_nocolor,202b_final_nocolor
13534,20,0,214,360a_Gonn_AP_Monrepos_final_nocolor,73a_Gonn_AP_Monrepos_final_nocolor
13535,20,0,215,370a_Gonn_AP_Monrepos_final_nocolor,226b_Aguas_Santander_final_nocolor
13536,20,0,216,370a_Gonn_AP_Monrepos_final_nocolor,307a_Gonn_AP_Monrepos_final_nocolor
13537,20,0,217,144a_L-B_MdP_final_nocolor,186b_GG_MB_2021_MdAM_final_nocolor
13538,20,0,218,73a_Gonn_AP_Monrepos_final_nocolor,484a_Gonn_AP_Monrepos_final_nocolor
13539,20,0,219,201a_Peters_Graziosi 1960_final_nocolor,151a MdA_final_nocolor
13540,20,0,220,307b_Gonn_AP_Monrepos_final_nocolor,93a_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor
13541,20,0,221,84a_Gonn_AP_Monrepos_final_nocolor,418a_Gonn_AP_Monrepos_final_nocolor
13542,20,0,222,144a_L-B_MdP_final_nocolor,307a_Gonn_AP_Monrepos_final_nocolor
13543,20,0,223,552a_Gonn_AP_Monrepos_final_nocolor,555a_Gonn_AP_Monrepos_final_nocolor
13544,20,0,224,201a_Peters_Graziosi 1960_final_nocolor,555a_Gonn_AP_Monrepos_final_nocolor
13545,20,0,225,370a_Gonn_AP_Monrepos_final_nocolor,226a_Aguas_Sant_Final_nocolor
13546,20,0,226,93a_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor,626a_Gonn_AP_Monrepos_final_nocolor
13547,20,0,227,93b_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor,241a_Badegoule_MdP_Pr.A.1707_final_nocolor
13548,20,0,228,93b_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor,360a_Gonn_AP_Monrepos_final_nocolor
13549,20,0,229,151b_PC_DSC00570_final_nocolor,555a_Gonn_AP_Monrepos_final_nocolor
13550,20,0,230,167b_GG_MB_2021_MdAM_final_nocolor,355a_Gonn_AP_Monrepos_final_nocolor
13551,20,0,231,370a_Gonn_AP_Monrepos_final_nocolor,144b_L-B_MdP_final_nocolor
13552,20,0,232,167b_GG_MB_2021_MdAM_final_nocolor,226b_Aguas_Santander_final_nocolor
13553,20,0,233,241b_Badegoule_MdP_Pr.A.1707_1_final_nocolor,420a_Gonn_AP_Monrepos_final_nocolor
13554,20,0,234,431a_Gonn_AP_Monrepos_final_nocolor,226b_Aguas_Santander_final_nocolor
13555,20,0,235,186a_GG_MB_2021_MdAM_final_nocolor,307a_Gonn_AP_Monrepos_final_nocolor
13556,20,0,236,420b_Gonn_AP_Monrepos_final_nocolor,73a_Gonn_AP_Monrepos_final_nocolor
13557,20,0,237,73a_Gonn_AP_Monrepos_final_nocolor,167a_GG_MB_2021_MdAM_final_nocolor
13558,20,0,238,151a MdA_final_nocolor,355a_Gonn_AP_Monrepos_final_nocolor
13559,20,0,239,241b_Badegoule_MdP_Pr.A.1707_1_final_nocolor,360a_Gonn_AP_Monrepos_final_nocolor
13560,20,0,240,144a_L-B_MdP_final_nocolor,552a_Gonn_AP_Monrepos_final_nocolor
13561,20,0,241,631a_Gonn_AP_Monrepos_final_nocolor,307a_Gonn_AP_Monrepos_final_nocolor
13562,20,0,242,73b_Gonn_AP_Monrepos_final_nocolor,151a MdA_final_nocolor
13563,20,0,243,93a_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor,151b_PC_DSC00570_final_nocolor
13564,20,0,244,226a_Aguas_Sant_Final_nocolor,420a_Gonn_AP_Monrepos_final_nocolor
13565,20,0,245,186a_GG_MB_2021_MdAM_final_nocolor,151a MdA_final_nocolor
13566,20,0,246,186a_GG_MB_2021_MdAM_final_nocolor,626a_Gonn_AP_Monrepos_final_nocolor
13567,20,0,247,484a_Gonn_AP_Monrepos_final_nocolor,355a_Gonn_AP_Monrepos_final_nocolor
13568,20,0,248,201a_Peters_Graziosi 1960_final_nocolor,631a_Gonn_AP_Monrepos_final_nocolor
13569,20,0,249,167b_GG_MB_2021_MdAM_final_nocolor,370a_Gonn_AP_Monrepos_final_nocolor
13570,20,0,250,552a_Gonn_AP_Monrepos_final_nocolor,151a MdA_final_nocolor
13571,20,0,251,226b_Aguas_Santander_final_nocolor,420a_Gonn_AP_Monrepos_final_nocolor
13572,20,0,252,73a_Gonn_AP_Monrepos_final_nocolor,93a_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor
13573,20,0,253,167b_GG_MB_2021_MdAM_final_nocolor,167a_GG_MB_2021_MdAM_final_nocolor
13574,20,0,254,241b_Badegoule_MdP_Pr.A.1707_1_final_nocolor,241a_Badegoule_MdP_Pr.A.1707_final_nocolor
13575,20,0,255,167a_GG_MB_2021_MdAM_final_nocolor,151a MdA_final_nocolor
13576,20,0,256,484a_Gonn_AP_Monrepos_final_nocolor,307a_Gonn_AP_Monrepos_final_nocolor
13577,20,0,257,420b_Gonn_AP_Monrepos_final_nocolor,631a_Gonn_AP_Monrepos_final_nocolor
13578,20,0,258,201a_Peters_Graziosi 1960_final_nocolor,93a_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor
13579,20,0,259,202b_final_nocolor,420a_Gonn_AP_Monrepos_final_nocolor
13580,20,0,260,70a_Gonn_AP_Monrepos_final_nocolor,144b_L-B_MdP_final_nocolor
13581,20,0,261,202a_final_nocolor,353a_Gonn_AP_Monrepos_final_nocolor
13582,20,0,262,307b_Gonn_AP_Monrepos_final_nocolor,626a_Gonn_AP_Monrepos_final_nocolor
13583,20,0,263,151b_PC_DSC00570_final_nocolor,626a_Gonn_AP_Monrepos_final_nocolor
13584,20,0,264,84a_Gonn_AP_Monrepos_final_nocolor,353a_Gonn_AP_Monrepos_final_nocolor
13585,20,0,265,93b_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor,151b_PC_DSC00570_final_nocolor
13586,20,0,266,186a_GG_MB_2021_MdAM_final_nocolor,355a_Gonn_AP_Monrepos_final_nocolor
13587,20,0,267,93a_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor,355a_Gonn_AP_Monrepos_final_nocolor
13588,20,0,268,360a_Gonn_AP_Monrepos_final_nocolor,353a_Gonn_AP_Monrepos_final_nocolor
13589,20,0,269,307b_Gonn_AP_Monrepos_final_nocolor,144b_L-B_MdP_final_nocolor
13590,20,0,270,167a_GG_MB_2021_MdAM_final_nocolor,355a_Gonn_AP_Monrepos_final_nocolor
13591,20,0,271,151a MdA_final_nocolor,144b_L-B_MdP_final_nocolor
13592,20,0,272,93b_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor,552a_Gonn_AP_Monrepos_final_nocolor
13593,20,0,273,241b_Badegoule_MdP_Pr.A.1707_1_final_nocolor,307a_Gonn_AP_Monrepos_final_nocolor
13594,20,0,274,552a_Gonn_AP_Monrepos_final_nocolor,420a_Gonn_AP_Monrepos_final_nocolor
13595,20,0,275,84a_Gonn_AP_Monrepos_final_nocolor,70b_Gonn_AP_Monrepos_final_nocolor
13596,20,0,276,360a_Gonn_AP_Monrepos_final_nocolor,144a_L-B_MdP_final_nocolor
13597,20,0,277,631a_Gonn_AP_Monrepos_final_nocolor,151a MdA_final_nocolor
13598,20,0,278,370a_Gonn_AP_Monrepos_final_nocolor,418a_Gonn_AP_Monrepos_final_nocolor
13599,20,0,279,73a_Gonn_AP_Monrepos_final_nocolor,202a_final_nocolor
13600,20,0,280,360a_Gonn_AP_Monrepos_final_nocolor,307a_Gonn_AP_Monrepos_final_nocolor
13601,20,0,281,370a_Gonn_AP_Monrepos_final_nocolor,631a_Gonn_AP_Monrepos_final_nocolor
13602,20,0,282,73b_Gonn_AP_Monrepos_final_nocolor,186b_GG_MB_2021_MdAM_final_nocolor
13603,20,0,283,186a_GG_MB_2021_MdAM_final_nocolor,226a_Aguas_Sant_Final_nocolor
13604,20,0,284,70a_Gonn_AP_Monrepos_final_nocolor,353a_Gonn_AP_Monrepos_final_nocolor
13605,20,0,285,151b_PC_DSC00570_final_nocolor,226b_Aguas_Santander_final_nocolor
13606,20,0,286,167b_GG_MB_2021_MdAM_final_nocolor,73a_Gonn_AP_Monrepos_final_nocolor
13607,20,0,287,70a_Gonn_AP_Monrepos_final_nocolor,73b_Gonn_AP_Monrepos_final_nocolor
13608,20,0,288,167b_GG_MB_2021_MdAM_final_nocolor,431a_Gonn_AP_Monrepos_final_nocolor
13609,20,0,289,167a_GG_MB_2021_MdAM_final_nocolor,202b_final_nocolor
13610,20,0,290,555a_Gonn_AP_Monrepos_final_nocolor,226a_Aguas_Sant_Final_nocolor
13611,20,0,291,167b_GG_MB_2021_MdAM_final_nocolor,202a_final_nocolor
13612,20,0,292,307b_Gonn_AP_Monrepos_final_nocolor,201a_Peters_Graziosi 1960_final_nocolor
13613,20,0,293,144a_L-B_MdP_final_nocolor,73b_Gonn_AP_Monrepos_final_nocolor
13614,20,0,294,418a_Gonn_AP_Monrepos_final_nocolor,353a_Gonn_AP_Monrepos_final_nocolor
13615,20,0,295,167a_GG_MB_2021_MdAM_final_nocolor,484a_Gonn_AP_Monrepos_final_nocolor
13616,20,0,296,552a_Gonn_AP_Monrepos_final_nocolor,626a_Gonn_AP_Monrepos_final_nocolor
13617,20,0,297,241b_Badegoule_MdP_Pr.A.1707_1_final_nocolor,307b_Gonn_AP_Monrepos_final_nocolor
13618,20,0,298,626a_Gonn_AP_Monrepos_final_nocolor,202b_final_nocolor
13619,20,0,299,144b_L-B_MdP_final_nocolor,418a_Gonn_AP_Monrepos_final_nocolor
13620,20,0,300,151a MdA_final_nocolor,202b_final_nocolor
13621,20,0,301,73a_Gonn_AP_Monrepos_final_nocolor,307a_Gonn_AP_Monrepos_final_nocolor
13622,20,0,302,73a_Gonn_AP_Monrepos_final_nocolor,186b_GG_MB_2021_MdAM_final_nocolor
13623,20,0,303,360a_Gonn_AP_Monrepos_final_nocolor,202a_final_nocolor
13624,20,0,304,226b_Aguas_Santander_final_nocolor,355a_Gonn_AP_Monrepos_final_nocolor
13625,20,0,305,70b_Gonn_AP_Monrepos_final_nocolor,144b_L-B_MdP_final_nocolor
13626,20,0,306,360a_Gonn_AP_Monrepos_final_nocolor,151a MdA_final_nocolor
13627,20,0,307,241b_Badegoule_MdP_Pr.A.1707_1_final_nocolor,167b_GG_MB_2021_MdAM_final_nocolor
13628,20,0,308,93a_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor,186a_GG_MB_2021_MdAM_final_nocolor
13629,20,0,309,431a_Gonn_AP_Monrepos_final_nocolor,151a MdA_final_nocolor
13630,20,0,310,70b_Gonn_AP_Monrepos_final_nocolor,307a_Gonn_AP_Monrepos_final_nocolor
13631,20,0,311,226a_Aguas_Sant_Final_nocolor,307a_Gonn_AP_Monrepos_final_nocolor
13632,20,0,312,167a_GG_MB_2021_MdAM_final_nocolor,420a_Gonn_AP_Monrepos_final_nocolor
13633,20,0,313,226b_Aguas_Santander_final_nocolor,307a_Gonn_AP_Monrepos_final_nocolor
13634,20,0,314,144a_L-B_MdP_final_nocolor,70a_Gonn_AP_Monrepos_final_nocolor
13635,20,0,315,70a_Gonn_AP_Monrepos_final_nocolor,552a_Gonn_AP_Monrepos_final_nocolor
13636,20,0,316,241b_Badegoule_MdP_Pr.A.1707_1_final_nocolor,84a_Gonn_AP_Monrepos_final_nocolor
13637,20,0,317,241a_Badegoule_MdP_Pr.A.1707_final_nocolor,70b_Gonn_AP_Monrepos_final_nocolor
13638,20,0,318,431a_Gonn_AP_Monrepos_final_nocolor,202b_final_nocolor
13639,20,0,319,73a_Gonn_AP_Monrepos_final_nocolor,186a_GG_MB_2021_MdAM_final_nocolor
13640,20,0,320,144a_L-B_MdP_final_nocolor,555a_Gonn_AP_Monrepos_final_nocolor
13641,20,0,321,355a_Gonn_AP_Monrepos_final_nocolor,186b_GG_MB_2021_MdAM_final_nocolor
13642,20,0,322,93b_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor,555a_Gonn_AP_Monrepos_final_nocolor
13643,20,0,323,144a_L-B_MdP_final_nocolor,631a_Gonn_AP_Monrepos_final_nocolor
13644,20,0,324,84a_Gonn_AP_Monrepos_final_nocolor,70a_Gonn_AP_Monrepos_final_nocolor
13645,20,0,325,420b_Gonn_AP_Monrepos_final_nocolor,73b_Gonn_AP_Monrepos_final_nocolor
13646,20,0,326,241b_Badegoule_MdP_Pr.A.1707_1_final_nocolor,370a_Gonn_AP_Monrepos_final_nocolor
13647,20,0,327,241a_Badegoule_MdP_Pr.A.1707_final_nocolor,202a_final_nocolor
13648,20,0,328,73b_Gonn_AP_Monrepos_final_nocolor,144b_L-B_MdP_final_nocolor
13649,20,0,329,186a_GG_MB_2021_MdAM_final_nocolor,70b_Gonn_AP_Monrepos_final_nocolor
13650,20,0,330,420b_Gonn_AP_Monrepos_final_nocolor,93a_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor
13651,20,0,331,73a_Gonn_AP_Monrepos_final_nocolor,144b_L-B_MdP_final_nocolor
13652,20,0,332,73a_Gonn_AP_Monrepos_final_nocolor,202b_final_nocolor
13653,20,0,333,93a_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor,555a_Gonn_AP_Monrepos_final_nocolor
13654,20,0,334,201a_Peters_Graziosi 1960_final_nocolor,144b_L-B_MdP_final_nocolor
13655,20,0,335,307b_Gonn_AP_Monrepos_final_nocolor,552a_Gonn_AP_Monrepos_final_nocolor
13656,20,0,336,70b_Gonn_AP_Monrepos_final_nocolor,202b_final_nocolor
13657,20,0,337,73b_Gonn_AP_Monrepos_final_nocolor,70b_Gonn_AP_Monrepos_final_nocolor
13658,20,0,338,484a_Gonn_AP_Monrepos_final_nocolor,431a_Gonn_AP_Monrepos_final_nocolor
13659,20,0,339,70a_Gonn_AP_Monrepos_final_nocolor,226b_Aguas_Santander_final_nocolor
13660,20,0,340,370a_Gonn_AP_Monrepos_final_nocolor,431a_Gonn_AP_Monrepos_final_nocolor
13661,20,0,341,93a_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor,202a_final_nocolor
13662,20,0,342,420b_Gonn_AP_Monrepos_final_nocolor,360a_Gonn_AP_Monrepos_final_nocolor
13663,20,0,343,93b_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor,420a_Gonn_AP_Monrepos_final_nocolor
13664,20,0,344,93a_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor,420a_Gonn_AP_Monrepos_final_nocolor
13665,20,0,345,167b_GG_MB_2021_MdAM_final_nocolor,186a_GG_MB_2021_MdAM_final_nocolor
13666,20,0,346,167b_GG_MB_2021_MdAM_final_nocolor,202b_final_nocolor
13667,20,0,347,241a_Badegoule_MdP_Pr.A.1707_final_nocolor,151a MdA_final_nocolor
13668,20,0,348,360a_Gonn_AP_Monrepos_final_nocolor,431a_Gonn_AP_Monrepos_final_nocolor
13669,20,0,349,93a_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor,418a_Gonn_AP_Monrepos_final_nocolor
13670,20,0,350,84a_Gonn_AP_Monrepos_final_nocolor,167a_GG_MB_2021_MdAM_final_nocolor
13671,20,0,351,370a_Gonn_AP_Monrepos_final_nocolor,93a_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor
13672,20,0,352,307b_Gonn_AP_Monrepos_final_nocolor,70b_Gonn_AP_Monrepos_final_nocolor
13673,20,0,353,241a_Badegoule_MdP_Pr.A.1707_final_nocolor,626a_Gonn_AP_Monrepos_final_nocolor
13674,20,0,354,555a_Gonn_AP_Monrepos_final_nocolor,144b_L-B_MdP_final_nocolor
13675,20,0,355,151b_PC_DSC00570_final_nocolor,70b_Gonn_AP_Monrepos_final_nocolor
13676,20,0,356,420b_Gonn_AP_Monrepos_final_nocolor,241a_Badegoule_MdP_Pr.A.1707_final_nocolor
13677,20,0,357,201a_Peters_Graziosi 1960_final_nocolor,418a_Gonn_AP_Monrepos_final_nocolor
13678,20,0,358,307b_Gonn_AP_Monrepos_final_nocolor,70a_Gonn_AP_Monrepos_final_nocolor
13679,20,0,359,431a_Gonn_AP_Monrepos_final_nocolor,631a_Gonn_AP_Monrepos_final_nocolor
13680,20,0,360,151b_PC_DSC00570_final_nocolor,418a_Gonn_AP_Monrepos_final_nocolor
13681,20,0,361,84a_Gonn_AP_Monrepos_final_nocolor,552a_Gonn_AP_Monrepos_final_nocolor
13682,20,0,362,93a_Gourdan_GG_MB_2021_MAN_Piette_final_nocolor,144b_L-B_MdP_final_nocolor
13683,20,0,363,151a MdA_final_nocolor,307a_Gonn_AP_Monrepos_final_nocolor
13684,20,0,364,552a_Gonn_AP_Monrepos_final_nocolor,418a_Gonn_AP_Monrepos_final_nocolor
13685,20,0,365,420b_Gonn_AP_Monrepos_final_nocolor,355a_Gonn_AP_Monrepos_final_nocolor
13686,20,0,366,144b_L-B_MdP_final_nocolor,202a_final_nocolor
13687,20,0,367,241b_Badegoule_MdP_Pr.A.1707_1_final_nocolor,202b_final_nocolor
